EinheitMastrNummer,Gemeindeschluessel,Landkreis,Gemeinde,Laengengrad,Breitengrad,Inbetriebnahmedatum,EinheitBetriebsstatus,Bruttoleistung,Nettonennleistung,Lage
SEE986202115257,12066320,Oberspreewald-Lausitz,Vetschau/Spreewald,14.011825,51.740089,2011-10-27,35,2500.000,2500.000,888
SEE946368387622,12053000,Frankfurt (Oder),Frankfurt (Oder),14.435173,52.298349,2009-12-02,35,2000.000,2000.000,888
SEE997948494285,12071301,Spree-Neiße,Neuhausen/Spree,8.415704,51.534777,2009-02-25,35,2500.000,2500.000,888
SEE962453827910,10046111,St. Wendel,Freisen,7.245098,49.504170,2011-04-12,35,2500.000,2500.000,888
SEE953801318310,10046111,St. Wendel,Freisen,7.248617,49.502999,2011-04-03,35,2500.000,2500.000,888
SEE999247004288,10046111,St. Wendel,Freisen,7.251838,49.501525,2011-05-07,35,2500.000,2500.000,888
SEE910821288757,10045114,Saarpfalz-Kreis,Homburg,7.360609,49.285894,2017-03-03,35,2400.000,2400.000,888
SEE939505356247,05762036,Höxter,Warburg,8.860155,51.661299,2016-05-23,35,3000.000,3000.000,888
SEE964330013805,12071301,Spree-Neiße,Neuhausen/Spree,8.417104,51.531952,2009-02-10,35,2500.000,2500.000,888
SEE943026239125,05334002,Städteregion Aachen,Aachen,6.008965,50.790585,1993-12-27,35,80.000,80.000,888
SEE933453664768,05974048,Soest,Welver,8.013624,51.569792,2003-06-26,35,1000.000,1000.000,888
SEE960479195495,12071372,Spree-Neiße,Spremberg,8.419203,51.529248,2009-02-20,35,2500.000,2500.000,888
SEE904439861181,09571169,Ansbach,Insingen,10.139167,49.293330,2014-10-08,35,2400.000,2400.000,888
SEE914645391204,03461006,Wesermarsch,Lemwerder,8.573568,53.122122,2014-12-22,35,3170.000,3170.000,888
SEE932258490411,03354022,Lüchow-Dannenberg,Schnega,10.905910,52.884628,2010-12-01,35,800.000,800.000,888
SEE919915846118,12071301,Spree-Neiße,Neuhausen/Spree,8.421403,51.526383,2009-04-08,35,2500.000,2500.000,888
SEE989362763696,03452011,Aurich,Hinte,7.188337,53.437938,2016-12-30,35,2300.000,2300.000,888
SEE942329579617,03354022,Lüchow-Dannenberg,Schnega,10.910609,52.887311,2010-12-09,35,800.000,800.000,888
SEE946068157365,03354022,Lüchow-Dannenberg,Schnega,10.911553,52.884615,2010-11-22,35,800.000,800.000,888
SEE993379106193,05974048,Soest,Welver,8.014571,51.572047,2003-06-30,35,1000.000,1000.000,888
SEE933914376285,03354022,Lüchow-Dannenberg,Schnega,10.913809,52.881733,2010-11-22,35,800.000,800.000,888
SEE900274965763,01057071,Plön,Schillsdorf,10.143129,54.098847,2003-08-13,35,1800.000,1800.000,888
SEE971092094904,07140158,Rhein-Hunsrück-Kreis,Wahlbach,7.598056,50.011278,2013-11-12,35,3170.000,3170.000,888
SEE952010418552,09571169,Ansbach,Insingen,10.135830,49.296389,2014-10-09,35,2400.000,2400.000,888
SEE931926727170,03354022,Lüchow-Dannenberg,Schnega,10.917396,52.879052,2010-11-03,35,800.000,800.000,888
SEE921920615238,07140158,Rhein-Hunsrück-Kreis,Wahlbach,7.602861,50.010361,2013-11-05,35,3170.000,3170.000,888
SEE911911738015,03461006,Wesermarsch,Lemwerder,8.574966,53.125829,2014-12-30,35,3170.000,3170.000,888
SEE995225936947,07140158,Rhein-Hunsrück-Kreis,Wahlbach,7.606139,50.008833,2013-10-22,35,3170.000,3170.000,888
SEE977433274752,07140138,Rhein-Hunsrück-Kreis,Schnorbach,7.583028,49.989767,2015-01-08,35,3170.000,3170.000,888
SEE964262940897,07140138,Rhein-Hunsrück-Kreis,Schnorbach,7.584332,49.992859,2015-01-13,35,3170.000,3170.000,888
SEE907335354900,03354022,Lüchow-Dannenberg,Schnega,10.921204,52.889601,2010-11-03,35,800.000,800.000,888
SEE907591303902,03354022,Lüchow-Dannenberg,Schnega,10.919477,52.886781,2010-10-27,35,800.000,800.000,888
SEE930377021790,15090070,Stendal,Bismark (Altmark),11.693126,52.683221,2020-02-27,35,2350.000,2350.000,888
SEE993469531584,09571169,Ansbach,Insingen,10.145000,49.296390,2014-10-15,35,2400.000,2400.000,888
SEE927331658055,03354022,Lüchow-Dannenberg,Schnega,10.917082,52.884495,2010-11-03,35,800.000,800.000,888
SEE915019750405,03354022,Lüchow-Dannenberg,Schnega,10.921219,52.883023,2010-10-07,35,800.000,800.000,888
SEE986755512282,03354022,Lüchow-Dannenberg,Schnega,10.924310,52.880571,2010-10-19,35,800.000,800.000,888
SEE925977804355,03354022,Lüchow-Dannenberg,Schnega,10.919780,52.892517,2010-09-20,35,800.000,800.000,888
SEE988804512076,05566068,Steinfurt,Ochtrup,7.209413,52.175612,2002-03-27,35,850.000,850.000,888
SEE908091420991,03354022,Lüchow-Dannenberg,Schnega,10.927433,52.892461,2010-10-01,35,800.000,800.000,888
SEE945249240612,14522090,Mittelsachsen,Dorfchemnitz,13.384331,50.758651,2020-06-12,35,2300.000,2300.000,888
SEE913937310985,03354022,Lüchow-Dannenberg,Schnega,10.926079,52.889555,2010-10-04,35,800.000,800.000,888
SEE962274082277,01058014,Rendsburg-Eckernförde,Bendorf,9.365292,54.093336,2014-10-21,35,3050.000,3050.000,888
SEE922729575921,03155001,Northeim,Bad Gandersheim,10.106250,51.874442,2009-07-17,35,2000.000,2000.000,888
SEE930586689026,03354022,Lüchow-Dannenberg,Schnega,10.925726,52.884007,2010-10-15,35,800.000,800.000,888
SEE910253309648,03354022,Lüchow-Dannenberg,Schnega,10.930177,52.883032,2010-10-04,35,800.000,800.000,888
SEE949312229221,03454044,Emsland,Rhede (Ems),7.250855,53.021435,2001-05-24,38,1800.000,1800.000,888
SEE958308671807,01054099,Nordfriesland,Ostenfeld (Husum),9.204249,54.453184,2021-03-30,35,4200.000,4200.000,888
SEE965191357060,08136060,Ostalbkreis,Rosenberg,10.052426,48.980893,2017-09-21,35,3300.000,3300.000,888
SEE975215373051,08136060,Ostalbkreis,Rosenberg,10.049375,48.973564,2017-09-28,35,3300.000,3300.000,888
SEE959153788139,08117010,Göppingen,Böhmenkirch,9.865381,48.666629,2002-01-01,35,1000.000,1000.000,888
SEE992569564423,01054099,Nordfriesland,Ostenfeld (Husum),9.203847,54.449893,2021-03-25,35,4200.000,4200.000,888
SEE929186304835,03241013,Region Hannover,Pattensen,9.751278,52.194936,2010-06-08,35,2000.000,2000.000,888
SEE932947494263,03454044,Emsland,Rhede (Ems),7.250020,53.024141,2001-02-08,38,1800.000,1800.000,888
SEE929625903797,03241013,Region Hannover,Pattensen,9.749004,52.191270,2010-06-08,35,2000.000,2000.000,888
SEE967436823378,01054099,Nordfriesland,Ostenfeld (Husum),9.208091,54.447796,2021-03-22,35,4200.000,4200.000,888
SEE979826102260,03241013,Region Hannover,Pattensen,9.750796,52.188266,2010-06-11,35,2000.000,2000.000,888
SEE956420926089,15091391,Wittenberg,Zahna-Elster,12.877293,51.842912,2012-05-31,35,2000.000,2000.000,888
SEE953714934287,01051043,Dithmarschen,Hedwigenkoog,8.851286,54.188005,2012-03-28,35,2300.000,2300.000,888
SEE981209608368,15091145,Wittenberg,Jessen (Elster),12.881829,51.841412,2012-06-14,35,2000.000,2000.000,888
SEE923897044073,01051043,Dithmarschen,Hedwigenkoog,8.849008,54.186676,2009-03-03,35,2300.000,2300.000,888
SEE958567643638,15091145,Wittenberg,Jessen (Elster),12.872037,51.837615,2012-10-19,35,2000.000,2000.000,888
SEE913389329511,01051043,Dithmarschen,Hedwigenkoog,8.852375,54.185700,2009-03-03,35,2300.000,2300.000,888
SEE914978368522,05570048,Warendorf,Wadersloh,8.167690,51.723972,2004-07-01,35,1000.000,1000.000,888
SEE908052921185,14626110,Görlitz,Görlitz,14.957501,51.204343,2011-02-04,35,2000.000,2000.000,888
SEE923196966366,07233003,Vulkaneifel,Beinhausen,6.907222,50.256944,2002-01-21,35,1250.000,1250.000,888
SEE918443134315,05570048,Warendorf,Wadersloh,8.166078,51.725857,2004-07-21,35,1800.000,1800.000,888
SEE911266301827,05570048,Warendorf,Wadersloh,8.165826,51.728498,2004-07-14,35,1800.000,1800.000,888
SEE933280950645,05562020,Recklinghausen,Herten,7.122530,51.623800,2001-04-05,35,600.000,600.000,888
SEE938630815148,07233037,Vulkaneifel,Katzwinkel,6.898333,50.264167,2002-01-21,35,1250.000,1250.000,888
SEE976262794745,03257003,Schaumburg,Auetal,9.300943,52.260680,2001-12-01,35,1300.000,1300.000,888
SEE939485276238,01051034,Dithmarschen,Friedrichskoog,8.934793,54.003584,2011-06-15,35,2300.000,2300.000,888
SEE972682013015,03462003,Wittmund,Esens,7.524778,53.650542,2016-03-23,35,2300.000,2300.000,888
SEE906329526880,05770020,Minden-Lübbecke,Lübbecke,8.623010,52.329920,1999-05-18,35,750.000,750.000,888
SEE937158212040,12065356,Oberhavel,Zehdenick,13.294688,52.996261,2013-09-27,35,2000.000,2000.000,888
SEE917951908265,12065356,Oberhavel,Zehdenick,13.292166,52.992242,2013-09-30,35,2000.000,2000.000,888
SEE924326937546,03454022,Emsland,Hilkenbrook,7.695572,52.979199,1993-05-26,35,500.000,500.000,888
SEE958647638134,14522240,Mittelsachsen,Halsbrücke,13.343080,50.970689,2011-03-03,35,2000.000,2000.000,888
SEE925006332033,14522240,Mittelsachsen,Halsbrücke,13.343908,50.974164,2010-12-30,35,2000.000,2000.000,888
SEE946663706685,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.900864,50.879738,2021-11-30,35,3050.000,3050.000,888
SEE990169642466,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.907109,50.879249,2021-11-19,35,3050.000,3050.000,888
SEE956189298298,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.900321,50.876631,2021-12-27,35,3050.000,3050.000,888
SEE921988240205,03454022,Emsland,Hilkenbrook,7.691397,52.982853,1995-11-04,35,500.000,500.000,888
SEE932063341496,03454022,Emsland,Hilkenbrook,7.688066,52.984330,1997-10-29,35,500.000,500.000,888
SEE977296531894,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.905366,50.875845,2021-12-23,35,3050.000,3050.000,888
SEE976011795184,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.911711,50.874717,2021-12-07,35,3050.000,3050.000,888
SEE935276919506,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.917152,50.873838,2021-11-04,35,3050.000,3050.000,888
SEE983320204641,08117010,Göppingen,Böhmenkirch,9.947685,48.696629,2001-11-08,35,1500.000,1500.000,888
SEE946449672906,06632009,Hersfeld-Rotenburg,Heringen (Werra),9.924611,50.875146,2021-11-03,35,3050.000,3050.000,888
SEE978098787540,03257003,Schaumburg,Auetal,9.300037,52.256327,2001-12-01,35,1300.000,1300.000,888
SEE962907164868,09373112,Neumarkt i.d. OPf.,Berching,11.482564,49.125358,2013-11-05,35,3075.000,3075.000,888
SEE990372837185,03257003,Schaumburg,Auetal,9.295535,52.253369,2001-12-01,35,1300.000,1300.000,888
SEE930330561134,05334020,Städteregion Aachen,Monschau,6.288215,50.528297,2003-10-21,35,1800.000,1800.000,888
SEE906070287825,07140062,Rhein-Hunsrück-Kreis,Kappel,7.383585,50.002117,2013-09-03,35,2300.000,2300.000,888
SEE969422507941,05334020,Städteregion Aachen,Monschau,6.290178,50.521147,2003-10-24,35,1800.000,1800.000,888
SEE948048298143,05334020,Städteregion Aachen,Monschau,6.285549,50.518943,2003-10-22,35,1800.000,1800.000,888
SEE979010622369,12071301,Spree-Neiße,Neuhausen/Spree,8.421403,51.526383,2009-04-29,35,2500.000,2500.000,888
SEE973126516581,12071301,Spree-Neiße,Neuhausen/Spree,8.425502,51.535086,2009-04-28,35,2500.000,2500.000,888
SEE992455609405,12071301,Spree-Neiße,Neuhausen/Spree,8.428902,51.533098,2009-01-27,35,2500.000,2500.000,888
SEE909720808449,12071301,Spree-Neiße,Neuhausen/Spree,8.431502,51.530612,2009-02-27,35,2500.000,2500.000,888
SEE984183783557,12071372,Spree-Neiße,Spremberg,8.427102,51.527669,2009-01-19,35,2500.000,2500.000,888
SEE971314625237,01051043,Dithmarschen,Hedwigenkoog,8.854782,54.188056,2009-01-05,35,2300.000,2300.000,888
SEE988739162490,01051043,Dithmarschen,Hedwigenkoog,8.856235,54.186147,2009-01-05,35,2300.000,2300.000,888
SEE926116177125,09572132,Erlangen-Höchstadt,Herzogenaurach,10.815316,49.544523,2014-07-17,35,2350.000,2350.000,888
SEE928366135023,09472139,Bayreuth,Gefrees,11.696730,50.085085,2007-12-17,35,2000.000,2000.000,888
SEE942502393238,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.222807,50.551053,2011-03-29,35,2300.000,2300.000,888
SEE924902688657,09163000,Rosenheim,Rosenheim,,,2012-11-23,35,20.000,20.000,888
SEE969527181268,03241018,Region Hannover,Uetze,10.208059,52.494723,2017-04-28,35,3300.000,3300.000,888
SEE976394413651,03241018,Region Hannover,Uetze,10.206384,52.491108,2017-04-21,35,3300.000,3300.000,888
SEE998700747847,03241018,Region Hannover,Uetze,10.199728,52.493333,2017-05-04,35,3300.000,3300.000,888
SEE952066124742,03241018,Region Hannover,Uetze,10.196385,52.495004,2017-05-17,35,3300.000,3300.000,888
SEE924853487354,03241018,Region Hannover,Uetze,10.203605,52.497780,2017-04-24,35,3300.000,3300.000,888
SEE960507989669,08117010,Göppingen,Böhmenkirch,9.947704,48.698545,2001-11-08,35,1500.000,1500.000,888
SEE980968758536,08117010,Göppingen,Böhmenkirch,9.947523,48.700407,2001-11-08,35,1500.000,1500.000,888
SEE908578717712,05566004,Steinfurt,Altenberge,7.435445,52.025912,2002-09-24,35,1000.000,1000.000,888
SEE987917753109,05566004,Steinfurt,Altenberge,7.429682,52.033293,2002-09-24,35,1000.000,1000.000,888
SEE975783706718,05566004,Steinfurt,Altenberge,7.431542,52.030690,2002-09-24,35,1000.000,1000.000,888
SEE989816613126,05566004,Steinfurt,Altenberge,7.435706,52.028109,2002-09-24,35,1000.000,1000.000,888
SEE931000104781,05566004,Steinfurt,Altenberge,7.440937,52.031061,2002-09-24,35,1000.000,1000.000,888
SEE999552914067,05566004,Steinfurt,Altenberge,7.443942,52.034254,2002-09-24,35,1000.000,1000.000,888
SEE975937276098,05566004,Steinfurt,Altenberge,7.427018,52.030415,2002-09-24,35,1000.000,1000.000,888
SEE993670738161,05566004,Steinfurt,Altenberge,7.429622,52.028150,2002-09-24,35,1000.000,1000.000,888
SEE956860436186,05566004,Steinfurt,Altenberge,7.430934,52.025444,2002-09-24,35,1000.000,1000.000,888
SEE909968638204,01055022,Ostholstein,Heringsdorf,11.029266,54.289241,2001-05-18,35,1800.000,1800.000,888
SEE908623979188,09672155,Bad Kissingen,Sulzthal,10.027707,50.119715,2022-05-06,35,3000.000,3000.000,888
SEE909315874699,09672155,Bad Kissingen,Sulzthal,10.015927,50.117660,2022-05-13,35,3000.000,3000.000,888
SEE917302423140,09672155,Bad Kissingen,Sulzthal,10.013442,50.113248,2022-04-20,35,3000.000,3000.000,888
SEE954771973233,01055022,Ostholstein,Heringsdorf,11.025541,54.290845,2001-04-27,35,1800.000,1800.000,888
SEE953276832014,01055022,Ostholstein,Heringsdorf,11.032589,54.291361,2001-05-10,35,1800.000,1800.000,888
SEE964536300839,01055022,Ostholstein,Heringsdorf,11.029266,54.293080,2001-05-10,35,1800.000,1800.000,888
SEE939473827404,01055022,Ostholstein,Heringsdorf,11.001535,54.281620,2000-12-01,38,660.000,660.000,888
SEE907927754798,01055022,Ostholstein,Heringsdorf,11.002050,54.284485,2000-12-01,38,660.000,660.000,888
SEE932441609224,01055022,Ostholstein,Heringsdorf,11.008124,54.284772,2000-12-01,38,660.000,660.000,888
SEE900750978416,01055022,Ostholstein,Heringsdorf,11.008467,54.281907,2000-12-01,38,660.000,660.000,888
SEE912482391487,13075113,Vorpommern-Greifswald,Ramin,14.257255,53.421985,1997-10-22,35,500.000,500.000,888
SEE972071627328,01057025,Plön,Heikendorf,10.241334,54.404749,1995-05-08,35,500.000,500.000,888
SEE995735335766,08135015,Heidenheim,Gerstetten,9.945974,48.655248,2002-01-01,35,1500.000,1500.000,888
SEE980007304304,08135015,Heidenheim,Gerstetten,9.946556,48.657318,2002-01-01,35,1500.000,1500.000,888
SEE905287735723,08135015,Heidenheim,Gerstetten,9.947460,48.659678,2002-01-01,35,1500.000,1500.000,888
SEE998722004409,01055024,Ostholstein,Kasseedorf,10.791889,54.182212,2014-12-13,35,3000.000,3000.000,888
SEE908381073173,14625350,Bautzen,Nebelschütz,14.160503,51.243375,2015-07-07,35,2300.000,2300.000,888
SEE917110617212,01055024,Ostholstein,Kasseedorf,10.794181,54.176425,2014-11-07,35,3000.000,3000.000,888
SEE947312169875,01055024,Ostholstein,Kasseedorf,10.798192,54.184046,2014-12-03,35,3000.000,3000.000,888
SEE976747818799,01055024,Ostholstein,Kasseedorf,10.802833,54.182785,2014-11-14,35,3000.000,3000.000,888
SEE923522978070,01055024,Ostholstein,Kasseedorf,10.795843,54.180035,2014-12-04,35,3000.000,3000.000,888
SEE920807847076,06533008,Limburg-Weilburg,Hünfelden,8.122032,50.283521,2020-05-11,35,4500.000,4500.000,888
SEE924628522716,06533008,Limburg-Weilburg,Hünfelden,8.126737,50.287845,2020-04-03,35,4500.000,4500.000,888
SEE943120222597,06533008,Limburg-Weilburg,Hünfelden,8.133356,50.291922,2020-05-28,35,4500.000,4500.000,888
SEE945593844825,01061030,Steinburg,Grevenkop,9.537971,53.850241,1999-07-15,35,750.000,750.000,888
SEE978939201075,01061030,Steinburg,Grevenkop,9.538086,53.848464,1999-07-15,35,750.000,750.000,888
SEE955228978658,01061030,Steinburg,Grevenkop,9.538143,53.846688,1999-07-15,35,750.000,750.000,888
SEE932363514897,01061030,Steinburg,Grevenkop,9.542727,53.846975,1999-07-15,35,750.000,750.000,888
SEE990736664433,05974012,Soest,Ense,8.004205,51.503972,1994-02-04,35,600.000,600.000,888
SEE978063114449,14522510,Mittelsachsen,Roßwein,13.220365,51.082881,1996-02-15,35,500.000,500.000,888
SEE975121323751,14522510,Mittelsachsen,Roßwein,13.223524,51.080939,2002-10-30,35,1800.000,1800.000,888
SEE927329776174,03351018,Celle,Nienhagen,10.100649,52.542283,2001-06-08,35,1300.000,1300.000,888
SEE968159060774,03351018,Celle,Nienhagen,10.097502,52.543826,2001-06-06,35,1300.000,1300.000,888
SEE920686507108,01059115,Schleswig-Flensburg,Großenwiehe,9.291336,54.722948,2021-03-03,35,3600.000,3600.000,888
SEE967716276931,01051113,Dithmarschen,Wöhrden,9.016897,54.169538,2009-01-22,35,2300.000,2300.000,888
SEE926122254810,03351017,Celle,Langlingen,10.302623,52.542540,2001-02-19,35,750.000,750.000,888
SEE981239365804,01051113,Dithmarschen,Wöhrden,9.015243,54.167184,2009-02-06,35,2300.000,2300.000,888
SEE999729242702,03454044,Emsland,Rhede (Ems),7.249195,53.026814,2001-02-07,38,1800.000,1800.000,888
SEE963826256917,01051113,Dithmarschen,Wöhrden,9.012624,54.165208,2009-02-19,35,2300.000,2300.000,888
SEE942560578028,03454044,Emsland,Rhede (Ems),7.248346,53.029562,2001-02-01,38,1800.000,1800.000,888
SEE978606927475,03454044,Emsland,Rhede (Ems),7.247506,53.032283,2001-04-27,38,1800.000,1800.000,888
SEE946749528279,03454009,Emsland,Dohren,7.341510,52.375680,1993-09-10,35,80.000,80.000,888
SEE927046338204,07140062,Rhein-Hunsrück-Kreis,Kappel,7.381778,50.008955,2013-09-02,35,2300.000,2300.000,888
SEE941950472830,03454044,Emsland,Rhede (Ems),7.246684,53.034946,2001-05-09,38,1800.000,1800.000,888
SEE940408651537,05554012,Borken,Borken,6.790945,51.847050,1997-07-22,35,250.000,250.000,888
SEE996763385341,03454044,Emsland,Rhede (Ems),7.259998,53.019741,2001-06-22,38,1800.000,1800.000,888
SEE954575243112,03460010,Vechta,Visbek,8.319720,52.806940,1998-10-07,35,500.000,500.000,888
SEE978889770256,03454044,Emsland,Rhede (Ems),7.258808,53.022375,2001-06-13,38,1800.000,1800.000,888
SEE937602515956,03454044,Emsland,Rhede (Ems),7.257570,53.025116,2001-06-11,38,1800.000,1800.000,888
SEE964674366001,01058163,Rendsburg-Eckernförde,Timmaspe,9.861021,54.137974,2001-12-25,35,1300.000,1300.000,888
SEE988590511512,03454044,Emsland,Rhede (Ems),7.256532,53.027416,2001-06-11,38,1800.000,1800.000,888
SEE934356558000,03241001,Region Hannover,Hannover,9.838258,52.316968,2000-03-18,35,1800.000,1800.000,888
SEE981623600979,03454044,Emsland,Rhede (Ems),7.255342,53.030050,2001-05-22,38,1800.000,1800.000,888
SEE908834117591,01058163,Rendsburg-Eckernförde,Timmaspe,9.864921,54.138540,2001-12-25,35,1300.000,1300.000,888
SEE991139923011,03454044,Emsland,Rhede (Ems),7.254267,53.032428,2001-05-15,38,1800.000,1800.000,888
SEE919946946177,15003000,Magdeburg,Magdeburg,11.637193,52.095901,2001-04-19,35,600.000,600.000,888
SEE973266912991,01058163,Rendsburg-Eckernförde,Timmaspe,9.861321,54.135672,2001-12-25,35,1300.000,1300.000,888
SEE902746643698,01058163,Rendsburg-Eckernförde,Timmaspe,9.867820,54.135383,2001-12-25,35,1300.000,1300.000,888
SEE935315652739,01058163,Rendsburg-Eckernförde,Timmaspe,9.871120,54.134353,2001-12-25,35,1300.000,1300.000,888
SEE966296381189,01058163,Rendsburg-Eckernförde,Timmaspe,9.872120,54.132405,2001-12-25,35,1300.000,1300.000,888
SEE917054681874,01058163,Rendsburg-Eckernförde,Timmaspe,9.868420,54.132791,2001-12-25,35,1300.000,1300.000,888
SEE903491270641,05762032,Höxter,Steinheim,8.924807,51.820937,2020-02-12,35,800.000,800.000,888
SEE926911734042,01058163,Rendsburg-Eckernförde,Timmaspe,9.867520,54.130390,2001-12-25,35,1300.000,1300.000,888
SEE993883301930,01058163,Rendsburg-Eckernförde,Timmaspe,9.863321,54.130205,2001-12-25,35,1300.000,1300.000,888
SEE991658427410,01058163,Rendsburg-Eckernförde,Timmaspe,9.866121,54.127723,2001-12-25,35,1300.000,1300.000,888
SEE966032058245,09673126,Rhön-Grabfeld,Großbardorf,10.370041,50.239435,2016-03-21,35,3300.000,3300.000,888
SEE990435859512,09673126,Rhön-Grabfeld,Großbardorf,10.377072,50.239596,2016-03-16,35,3300.000,3300.000,888
SEE975525828661,09673126,Rhön-Grabfeld,Großbardorf,10.367132,50.236853,2016-03-21,35,3300.000,3300.000,888
SEE933795356901,09673173,Rhön-Grabfeld,Sulzfeld,10.374179,50.236547,2016-03-16,35,3300.000,3300.000,888
